order_id,customer_id,order_date,status,region_code
ORD000028,CUST00759,2026-05-12 18:48:18,CANCELLED,NORTH
ORD000029,CUST00528,2025-06-12 02:23:20,SHIPPED,CENTRAL
ORD000030,CUST00414,2025-05-19 19:05:19,CANCELLED,NORTH
ORD000031,CUST00178,2025-07-17 07:18:29,CANCELLED,SOUTH
ORD000032,CUST00034,2026-04-13 01:50:26,RETURNED,SOUTH
ORD000033,CUST00281,2026-01-13 16:54:06,DELIVERED,NORTH
ORD000034,CUST00698,2025-02-01 08:48:31,DELIVERED,CENTRAL
ORD000035,CUST00457,2025-07-01 17:16:44,DELIVERED,EAST
ORD000036,CUST00353,17-06-2025,DELIVERED,NORTH
ORD000037,CUST00292,2025-01-29 14:04:27,PLACED,CENTRAL
ORD000038,CUST00799,2025-08-08 08:03:32,DELIVERED,SOUTH
ORD000039,CUST00276,2026-02-24 18:41:16,PLACED,NORTH
ORD000040,CUST00486,2025-05-16 23:34:12,SHIPPED,NORTH
ORD000041,CUST00230,2025-09-16 22:08:56,CANCELLED,EAST
ORD000042,CUST00730,2025-10-09 15:25:49,CANCELLED,EAST
ORD000043,CUST00471,2025-09-16 07:56:41,DELIVERED,CENTRAL
ORD000044,CUST00845,2026-02-11 21:16:49,PLACED,CENTRAL
ORD000045,CUST00679,2026-01-19 20:26:31,DELIVERED,CENTRAL
ORD000046,CUST00290,2025-11-02 03:56:09,DELIVERED,EAST
ORD000047,CUST00284,2025-11-29 10:04:51,SHIPPED,EAST
ORD000048,CUST00193,2025-06-03 18:50:02,DELIVERED,NORTH
ORD000049,CUST00825,18-02-2026,DELIVERED,NORTH
ORD000050,CUST00672,2026-05-25 10:45:45,SHIPPED,WEST
ORD000051,CUST00415,2026-02-02 01:17:09,DELIVERED,CENTRAL
ORD000052,CUST00836,2025-07-14 12:29:39,DELIVERED,SOUTH
ORD000053,CUST00703,2026-07-02 23:14:25,DELIVERED,EAST
ORD000054,CUST00520,2025-11-04 06:11:20,CANCELLED,CENTRAL
ORD000055,CUST00186,2025-10-28 03:33:13,DELIVERED,EAST
ORD000056,,2026-07-27 06:39:55,RETURNED,EAST
ORD000057,CUST00671,2025-04-02 08:05:31,DELIVERED,EAST
ORD000058,CUST00431,2025-12-06 13:31:57,SHIPPED,EAST
ORD000059,CUST00475,2025-05-01 17:07:54,PLACED,CENTRAL
ORD000060,CUST00595,2025-03-14 17:11:34,CANCELLED,CENTRAL
ORD000061,CUST00123,2026-01-26 19:17:26,SHIPPED,NORTH
ORD000062,CUST00892,2025-06-04 05:00:04,RETURNED,EAST
ORD000063,CUST00420,2026-04-14 05:12:52,SHIPPED,SOUTH
ORD000064,CUST00798,2025-03-24 17:45:08,SHIPPED,SOUTH
ORD000065,CUST00321,2025-03-01 00:10:17,DELIVERED,SOUTH
ORD000066,CUST00780,2025-06-22 20:58:54,DELIVERED,WEST
ORD000067,CUST00805,2025-04-01 04:42:41,DELIVERED,WEST
ORD000068,CUST00414,2026-03-16 17:22:53,DELIVERED,NORTH
ORD000069,CUST00547,2025-07-24 13:35:03,RETURNED,EAST
ORD000070,CUST00776,2026-06-28 06:56:19,PLACED,NORTH
ORD000071,CUST00642,2025-09-12 08:14:17,DELIVERED,EAST
ORD000072,,2025-05-13 03:44:22,DELIVERED,CENTRAL
ORD000073,CUST00314,21-06-2025,CANCELLED,EAST
ORD000074,CUST00972,2025-10-25 16:35:59,DELIVERED,CENTRAL
ORD000075,CUST00537,12-12-2025,CANCELLED,SOUTH
ORD000076,CUST00351,2026-05-17 13:04:47,DELIVERED,SOUTH
ORD000077,CUST00971,2026-02-18 00:41:46,SHIPPED,SOUTH
ORD000078,CUST00217,2025-01-23 21:28:12,DELIVERED,NORTH
ORD000079,CUST00376,08-02-2025,CANCELLED,EAST
ORD000080,CUST00790,2026-07-02 22:41:15,PLACED,NORTH
ORD000081,CUST00678,2025-04-21 23:47:44,CANCELLED,NORTH
ORD000082,CUST00707,29-04-2025,DELIVERED,NORTH
ORD000083,CUST00561,2025-09-16 17:16:20,DELIVERED,SOUTH
ORD000084,CUST00712,10-01-2025,DELIVERED,NORTH
ORD000085,CUST00679,2026-06-17 09:49:46,DELIVERED,SOUTH
ORD000086,CUST00429,2025-04-18 18:37:34,DELIVERED,NORTH
ORD000087,CUST00290,2025-04-27 03:52:08,DELIVERED,CENTRAL
ORD000088,CUST00205,2025-09-27 19:02:49,RETURNED,EAST
ORD000089,CUST00721,2026-02-24 10:45:12,SHIPPED,CENTRAL
ORD000090,CUST00509,2025-08-01 17:30:01,SHIPPED,NORTH
ORD000091,,2025-04-02 04:01:14,CANCELLED,WEST
ORD000092,CUST00153,2025-04-03 18:37:50,PLACED,NORTH
ORD000093,CUST00927,2025-09-20 23:27:34,SHIPPED,EAST
ORD000094,CUST00271,2026-04-21 01:49:24,PLACED,SOUTH
ORD000095,CUST00896,2025-02-10 10:34:45,DELIVERED,EAST
ORD000096,CUST00437,2025-04-29 03:27:31,CANCELLED,NORTH
ORD000097,CUST00010,2025-05-22 23:33:49,SHIPPED,EAST
ORD000098,CUST00916,2026-03-25 22:38:21,SHIPPED,NORTH
ORD000099,CUST00382,2025-12-17 06:39:29,PLACED,WEST
ORD000100,CUST00986,13-04-2026,CANCELLED,WEST
ORD000101,CUST00820,2026-03-08 23:37:25,CANCELLED,SOUTH
ORD000102,CUST00116,2025-05-16 02:08:06,RETURNED,SOUTH
ORD000103,CUST00107,03-03-2026,DELIVERED,CENTRAL
ORD000104,CUST00695,2026-03-25 06:35:58,DELIVERED,EAST
ORD000105,CUST00627,2025-01-30 04:45:25,DELIVERED,WEST
ORD000106,CUST00116,2026-02-26 16:02:41,PLACED,EAST
ORD000107,CUST00671,2025-11-18 00:27:00,DELIVERED,CENTRAL
ORD000108,CUST00786,2025-08-18 12:19:01,DELIVERED,CENTRAL
ORD000109,CUST00098,2026-03-20 09:03:01,DELIVERED,WEST
ORD000110,CUST00153,2026-07-26 22:18:55,PLACED,SOUTH
ORD000111,CUST00518,2026-04-26 18:03:10,CANCELLED,NORTH
ORD000112,,2026-05-19 11:40:26,SHIPPED,EAST
ORD000113,CUST00052,2026-06-04 08:06:30,DELIVERED,WEST
ORD000114,CUST00413,2025-08-29 02:52:12,DELIVERED,CENTRAL
ORD000115,CUST00459,2025-04-01 18:08:53,DELIVERED,NORTH
ORD000116,CUST00510,2025-01-19 03:44:13,DELIVERED,NORTH
ORD000117,CUST00571,2026-07-17 00:00:22,CANCELLED,CENTRAL
ORD000118,CUST00987,2025-11-08 18:30:28,DELIVERED,WEST
ORD000119,CUST00974,2025-12-16 13:13:44,CANCELLED,SOUTH
ORD000120,CUST00865,2026-04-11 12:05:12,DELIVERED,CENTRAL
ORD000121,CUST00615,2026-04-30 23:55:36,DELIVERED,WEST
ORD000122,CUST00117,2025-04-10 23:59:24,SHIPPED,EAST
ORD000123,CUST00364,2025-10-26 19:56:26,DELIVERED,NORTH
ORD000124,CUST00047,2025-06-18 17:55:42,PLACED,WEST
ORD000125,CUST00110,2025-09-18 22:14:25,SHIPPED,NORTH
ORD000126,CUST00953,2026-02-07 07:50:57,DELIVERED,SOUTH
ORD000127,CUST00734,2025-12-13 03:55:25,DELIVERED,NORTH
ORD000128,CUST00949,2025-05-07 16:24:08,DELIVERED,CENTRAL
ORD000129,CUST00980,2026-06-01 04:54:07,RETURNED,NORTH
ORD000130,CUST00544,2025-02-19 20:08:32,RETURNED,CENTRAL
ORD000131,CUST00495,2026-06-05 06:27:06,DELIVERED,SOUTH
ORD000132,CUST00749,2025-05-12 03:46:13,DELIVERED,CENTRAL
ORD000133,CUST00621,2025-11-26 18:21:14,CANCELLED,WEST
ORD000134,CUST00624,2025-09-12 09:57:40,DELIVERED,EAST
ORD000135,CUST00994,2025-10-29 16:29:15,CANCELLED,SOUTH
ORD000136,CUST00423,2026-06-09 10:52:59,CANCELLED,CENTRAL
ORD000137,CUST00882,2025-11-18 20:09:19,DELIVERED,SOUTH
ORD000138,CUST00215,2025-10-25 12:34:18,RETURNED,SOUTH
ORD000139,CUST00728,2025-07-02 18:20:46,DELIVERED,EAST
ORD000140,CUST00728,2025-04-29 12:49:28,DELIVERED,CENTRAL
ORD000141,CUST00585,2026-03-04 19:26:19,SHIPPED,WEST
ORD000142,CUST00828,2025-01-14 19:01:55,PLACED,WEST
ORD000143,CUST00149,2025-02-24 02:03:39,SHIPPED,SOUTH
ORD000144,CUST00294,2025-09-14 05:19:52,CANCELLED,EAST
ORD000145,CUST00209,2026-07-09 01:10:34,DELIVERED,WEST
ORD000146,CUST00105,2026-07-30 08:10:00,DELIVERED,CENTRAL
ORD000147,CUST00399,2025-09-01 18:36:07,DELIVERED,EAST
ORD000148,CUST00710,2025-02-18 13:53:34,DELIVERED,EAST
ORD000149,CUST00990,2026-07-20 01:57:31,PLACED,EAST
ORD000150,CUST00208,2026-03-30 08:12:43,RETURNED,EAST
ORD000151,CUST00774,2026-07-14 21:58:07,SHIPPED,SOUTH
ORD000152,CUST00302,2026-04-05 06:27:35,RETURNED,NORTH
ORD000153,CUST00192,2025-06-27 18:42:30,PLACED,NORTH
ORD000154,CUST00439,2025-10-13 20:15:54,SHIPPED,SOUTH
ORD000155,CUST00599,2025-09-19 00:12:19,SHIPPED,SOUTH
ORD000156,CUST00041,2025-06-07 11:44:47,DELIVERED,CENTRAL
ORD000157,CUST00864,05-11-2025,DELIVERED,CENTRAL
ORD000158,CUST00367,2025-03-16 11:34:22,DELIVERED,SOUTH
ORD000159,,2025-03-11 18:23:29,SHIPPED,CENTRAL
ORD000160,CUST00550,2026-02-18 03:20:51,SHIPPED,SOUTH
ORD000161,CUST00680,2025-12-06 12:03:13,DELIVERED,SOUTH
ORD000162,CUST00974,2026-06-28 17:17:20,RETURNED,NORTH
ORD000163,CUST00118,2025-12-21 16:13:34,SHIPPED,CENTRAL
ORD000164,CUST00941,07-09-2025,DELIVERED,EAST
ORD000165,CUST00391,2025-04-27 14:02:57,SHIPPED,EAST
ORD000166,CUST00026,2026-06-14 13:39:06,DELIVERED,CENTRAL
ORD000167,CUST00457,2026-05-14 01:35:47,SHIPPED,SOUTH
ORD000168,CUST00329,2026-06-11 02:59:53,RETURNED,SOUTH
ORD000169,CUST00995,2026-07-05 19:24:48,PLACED,NORTH
ORD000170,,2025-08-07 15:26:41,CANCELLED,SOUTH
ORD000171,CUST00551,2026-03-22 23:32:26,CANCELLED,NORTH
ORD000172,CUST00765,2025-06-07 00:51:53,DELIVERED,EAST
ORD000173,CUST00039,31-03-2025,PLACED,EAST
ORD000174,CUST00572,2025-03-14 20:56:01,CANCELLED,EAST
ORD000175,CUST00418,2026-02-02 16:25:29,DELIVERED,WEST
ORD000176,CUST00324,2025-01-18 14:10:52,DELIVERED,CENTRAL
ORD000177,CUST00007,2025-03-06 21:19:16,PLACED,NORTH
ORD000178,CUST00367,2026-05-30 03:51:51,SHIPPED,EAST
ORD000179,CUST00622,2025-03-30 10:14:59,DELIVERED,WEST
ORD000180,CUST00391,2026-02-09 01:07:19,DELIVERED,CENTRAL
ORD000181,CUST00226,2025-05-20 14:14:08,DELIVERED,CENTRAL
ORD000182,CUST00303,2025-05-28 10:51:06,DELIVERED,EAST
ORD000183,CUST00981,2025-01-12 20:09:11,CANCELLED,SOUTH
ORD000184,CUST00127,2025-02-12 00:10:59,DELIVERED,WEST
ORD000185,CUST00551,2026-07-15 03:05:57,SHIPPED,EAST
ORD000186,CUST00217,2026-02-27 23:31:03,CANCELLED,SOUTH
ORD000187,CUST00165,2025-07-08 08:02:19,DELIVERED,EAST
ORD000188,CUST00199,2025-04-28 06:36:10,DELIVERED,CENTRAL
ORD000189,CUST00873,2025-02-25 19:58:59,DELIVERED,CENTRAL
ORD000190,CUST00075,2025-10-25 02:27:09,SHIPPED,SOUTH
ORD000191,,2026-05-14 12:02:45,DELIVERED,SOUTH
ORD000192,CUST00103,2025-10-19 22:33:21,PLACED,SOUTH
ORD000193,CUST00326,2026-05-13 16:24:27,SHIPPED,EAST
ORD000194,CUST00711,06-06-2025,DELIVERED,EAST
ORD000195,CUST00982,2026-03-15 06:08:23,PLACED,SOUTH
ORD000196,CUST00805,2025-08-15 23:19:55,DELIVERED,EAST
ORD000197,CUST00138,2025-12-06 17:28:28,DELIVERED,EAST
ORD000198,CUST00794,2025-11-09 17:43:48,DELIVERED,SOUTH
ORD000199,CUST00662,2025-03-25 10:13:00,CANCELLED,SOUTH
ORD000200,CUST00913,2026-07-06 07:09:06,SHIPPED,NORTH
ORD000201,CUST00745,2025-03-19 00:40:41,CANCELLED,NORTH
ORD000202,CUST00833,2026-02-19 21:28:57,SHIPPED,NORTH
ORD000203,CUST00565,2025-09-24 19:47:13,CANCELLED,CENTRAL
ORD000204,CUST00484,2025-06-02 13:19:08,DELIVERED,CENTRAL
ORD000205,CUST00751,2025-10-25 04:52:28,DELIVERED,CENTRAL
ORD000206,CUST00093,2026-02-11 13:14:52,DELIVERED,SOUTH
ORD000207,CUST00869,2025-06-19 18:43:08,PLACED,SOUTH
ORD000208,,2025-05-30 17:36:13,RETURNED,NORTH
ORD000209,CUST00225,2026-05-15 08:26:15,PLACED,EAST
ORD000210,CUST00240,2025-02-13 07:31:42,DELIVERED,EAST
ORD000211,CUST00398,2026-04-26 16:33:11,CANCELLED,NORTH
ORD000212,CUST00665,2025-11-28 03:45:29,DELIVERED,CENTRAL
ORD000213,CUST00649,2025-10-08 09:35:13,DELIVERED,CENTRAL
ORD000214,CUST00179,2026-01-21 23:47:58,DELIVERED,CENTRAL
ORD000215,CUST00670,2025-03-21 18:48:40,SHIPPED,SOUTH
ORD000216,CUST00529,2026-02-20 12:50:55,CANCELLED,EAST
ORD000217,CUST00499,2026-05-09 21:59:55,PLACED,SOUTH
ORD000218,,2025-06-19 08:22:25,PLACED,EAST
ORD000219,CUST00217,2025-06-03 06:48:18,SHIPPED,CENTRAL
ORD000220,CUST00735,2025-05-02 08:23:11,DELIVERED,EAST
ORD000221,CUST00738,2025-04-27 17:31:53,DELIVERED,WEST
ORD000222,CUST00216,2025-06-15 23:33:57,CANCELLED,NORTH
ORD000223,CUST00250,2025-02-14 04:39:22,DELIVERED,SOUTH
ORD000224,CUST00138,2026-06-09 01:25:36,CANCELLED,SOUTH
ORD000225,CUST00058,2025-06-20 09:24:10,RETURNED,CENTRAL
ORD000226,CUST00982,2026-02-20 21:49:18,RETURNED,NORTH
ORD000227,CUST00900,2025-10-18 03:07:19,SHIPPED,CENTRAL
ORD000228,CUST00483,2026-05-09 06:12:36,SHIPPED,WEST
ORD000229,CUST00616,27-05-2025,CANCELLED,SOUTH
ORD000230,CUST00639,2026-06-08 09:37:51,SHIPPED,EAST
ORD000231,CUST00945,2026-04-10 21:43:08,DELIVERED,SOUTH
ORD000232,CUST00388,2026-01-30 04:48:49,PLACED,SOUTH
ORD000233,CUST00536,2026-06-01 15:17:03,CANCELLED,CENTRAL
ORD000234,CUST00099,2025-07-01 17:19:33,RETURNED,CENTRAL
ORD000235,CUST00040,2026-06-29 18:19:32,DELIVERED,NORTH
ORD000236,CUST00494,2025-05-14 21:58:18,DELIVERED,NORTH
ORD000237,CUST00919,2026-03-18 19:00:25,DELIVERED,NORTH
ORD000238,,2026-06-27 15:37:04,SHIPPED,WEST
ORD000239,CUST00809,2026-01-26 12:45:43,DELIVERED,CENTRAL
ORD000240,CUST00101,2026-03-12 04:52:28,SHIPPED,SOUTH
ORD000241,CUST00932,2025-03-27 10:18:48,DELIVERED,CENTRAL
ORD000242,CUST00419,2025-09-21 06:52:55,PLACED,NORTH
ORD000243,CUST00592,2026-06-20 04:17:24,DELIVERED,WEST
ORD000244,CUST00671,2025-07-30 11:30:05,DELIVERED,NORTH
ORD000245,CUST00159,2026-03-13 23:43:23,DELIVERED,EAST
ORD000246,CUST00876,2026-07-03 15:25:17,DELIVERED,CENTRAL
ORD000247,CUST00283,2026-02-11 07:24:58,DELIVERED,CENTRAL
ORD000248,CUST00495,2025-07-03 13:28:44,DELIVERED,WEST
ORD000249,CUST00260,11-11-2025,SHIPPED,WEST
ORD000250,CUST00754,2025-05-22 04:20:08,DELIVERED,WEST
ORD000251,CUST00802,2025-06-15 03:39:03,SHIPPED,WEST
ORD000252,CUST00805,2025-12-13 20:02:45,DELIVERED,NORTH
ORD000253,CUST00165,2026-02-03 23:09:05,PLACED,NORTH
ORD000254,CUST00844,2025-05-29 17:10:22,RETURNED,WEST
ORD000255,CUST00091,2025-03-07 09:34:43,SHIPPED,NORTH
ORD000256,CUST00624,2025-02-08 13:59:34,RETURNED,WEST
ORD000257,CUST00629,2026-06-18 10:25:48,DELIVERED,CENTRAL
ORD000258,CUST00059,2025-06-29 23:18:44,DELIVERED,NORTH
ORD000259,CUST00207,15-06-2026,SHIPPED,CENTRAL
ORD000260,CUST00523,2026-06-13 08:26:05,DELIVERED,NORTH
ORD000261,CUST00369,2025-09-02 23:50:54,PLACED,SOUTH
ORD000262,CUST00089,2025-10-10 14:32:34,DELIVERED,WEST
ORD000263,CUST00416,2025-07-25 18:51:01,PLACED,NORTH
ORD000264,,2025-04-03 20:00:36,SHIPPED,CENTRAL
ORD000265,CUST00937,2025-12-23 12:39:04,RETURNED,EAST
ORD000266,CUST00232,2025-07-19 16:33:26,RETURNED,CENTRAL
ORD000267,CUST00005,2025-09-25 06:22:22,DELIVERED,NORTH
ORD000268,CUST00573,2025-03-16 18:19:11,SHIPPED,NORTH
ORD000269,CUST00823,2026-06-10 09:22:56,CANCELLED,CENTRAL
ORD000270,CUST00257,2026-03-30 13:43:44,DELIVERED,SOUTH
ORD000271,CUST00776,2025-12-14 16:42:22,DELIVERED,CENTRAL
ORD000272,CUST00883,2025-01-29 17:32:52,PLACED,NORTH
ORD000273,CUST00392,2025-08-14 08:22:17,CANCELLED,WEST
ORD000274,CUST00979,2025-12-28 18:48:19,DELIVERED,EAST
ORD000275,CUST00255,2025-10-22 03:23:10,DELIVERED,EAST
ORD000276,CUST00078,2026-07-22 06:29:54,DELIVERED,EAST
ORD000277,CUST00224,2025-10-03 06:39:17,RETURNED,SOUTH
ORD000278,CUST00511,2025-07-24 08:33:03,DELIVERED,EAST
ORD000279,CUST00212,2025-08-23 07:22:57,CANCELLED,CENTRAL
ORD000280,CUST00365,2025-06-09 03:53:03,PLACED,NORTH
ORD000281,CUST00693,2026-05-20 22:20:55,PLACED,CENTRAL
ORD000282,CUST00981,2025-02-13 17:33:34,DELIVERED,EAST
ORD000283,,2025-10-09 17:52:10,SHIPPED,CENTRAL
ORD000284,CUST00287,2026-02-12 08:05:10,DELIVERED,SOUTH
ORD000285,CUST00056,2026-06-23 15:24:26,DELIVERED,CENTRAL
ORD000286,CUST00034,2026-05-30 12:38:39,DELIVERED,SOUTH
ORD000287,CUST00469,2025-05-04 18:52:02,DELIVERED,NORTH
ORD000288,CUST00013,2025-08-04 13:48:52,DELIVERED,EAST
ORD000289,CUST00371,2025-09-23 06:48:50,DELIVERED,SOUTH
ORD000290,CUST00276,2026-04-28 22:19:18,SHIPPED,SOUTH
ORD000291,CUST00511,2026-03-11 07:39:54,DELIVERED,EAST
ORD000292,CUST00374,2026-02-15 10:10:51,DELIVERED,CENTRAL
ORD000293,CUST00135,2025-08-23 03:38:10,DELIVERED,SOUTH
ORD000294,CUST00569,2026-03-19 13:52:03,SHIPPED,SOUTH
ORD000295,CUST00485,2025-01-10 06:25:48,DELIVERED,SOUTH
ORD000296,CUST00915,2026-06-14 19:26:30,DELIVERED,WEST
ORD000297,CUST00308,14-09-2025,CANCELLED,NORTH
ORD000298,CUST00408,2025-04-12 05:56:49,PLACED,EAST
ORD000299,CUST00488,2025-04-09 16:22:43,DELIVERED,EAST
ORD000300,CUST00370,2026-01-04 20:24:06,DELIVERED,EAST
ORD000301,CUST00353,21-01-2025,PLACED,CENTRAL
ORD000302,CUST00204,2026-07-06 06:21:17,RETURNED,EAST
ORD000303,CUST00364,2025-11-29 18:35:04,DELIVERED,WEST
ORD000304,CUST00911,2025-03-22 13:52:27,DELIVERED,WEST
ORD000305,CUST00647,2025-05-29 06:06:04,DELIVERED,EAST
ORD000306,CUST00432,2026-02-19 02:35:51,PLACED,EAST
ORD000307,CUST00234,2025-11-18 11:32:13,DELIVERED,EAST
ORD000308,CUST00620,09-02-2026,CANCELLED,EAST
ORD000309,,2026-06-18 16:23:40,DELIVERED,SOUTH
ORD000310,CUST00875,2025-01-24 04:33:09,DELIVERED,EAST
ORD000311,CUST00964,2025-03-23 07:40:00,SHIPPED,NORTH
ORD000312,CUST00098,2025-03-07 17:13:41,DELIVERED,NORTH
ORD000313,CUST00790,2026-02-11 19:04:39,DELIVERED,NORTH
ORD000314,CUST00107,2025-09-26 22:30:15,SHIPPED,WEST
ORD000315,CUST00317,2025-08-23 09:00:26,DELIVERED,WEST
ORD000316,CUST00642,2025-05-10 04:46:46,DELIVERED,SOUTH
ORD000317,CUST00030,2025-02-05 12:59:31,CANCELLED,EAST
ORD000318,CUST00885,2026-05-03 17:00:35,RETURNED,CENTRAL
ORD000319,CUST00958,2025-10-06 19:58:18,DELIVERED,CENTRAL
ORD000320,CUST00182,2026-04-13 22:58:32,DELIVERED,CENTRAL
ORD000321,CUST00446,2026-06-21 23:17:38,DELIVERED,EAST
ORD000322,CUST00931,2025-12-22 17:32:11,DELIVERED,NORTH
ORD000323,CUST00453,2025-11-12 13:19:03,DELIVERED,SOUTH
ORD000324,CUST00311,2025-01-11 00:00:12,DELIVERED,SOUTH
ORD000325,CUST00353,2025-10-21 17:04:58,DELIVERED,WEST
ORD000326,CUST00970,2026-05-04 10:54:30,PLACED,WEST
ORD000327,CUST00818,2025-10-27 21:44:10,SHIPPED,NORTH
ORD000328,CUST00562,2026-01-18 06:51:56,DELIVERED,CENTRAL
ORD000329,CUST00448,2026-02-09 09:05:54,SHIPPED,WEST
ORD000330,,2026-01-23 08:01:53,SHIPPED,WEST
ORD000331,CUST00641,2025-09-03 18:48:33,DELIVERED,CENTRAL
ORD000332,CUST00827,2025-10-06 10:21:53,DELIVERED,CENTRAL
ORD000333,CUST00829,2025-10-03 15:02:00,SHIPPED,NORTH
ORD000334,CUST00187,2025-05-20 10:32:37,PLACED,WEST
ORD000335,,2026-04-09 09:54:29,DELIVERED,WEST
ORD000336,CUST00193,2025-11-25 00:42:22,SHIPPED,CENTRAL
ORD000337,CUST00023,2025-07-10 03:43:25,SHIPPED,SOUTH
ORD000338,CUST00733,2026-03-25 00:17:55,SHIPPED,SOUTH
ORD000339,CUST00016,2026-05-21 07:54:27,SHIPPED,EAST
ORD000340,CUST00805,2026-05-26 13:31:19,DELIVERED,NORTH
ORD000341,CUST00339,2025-03-24 05:19:08,PLACED,WEST
ORD000342,CUST00074,2026-07-11 17:07:03,SHIPPED,EAST
ORD000343,CUST00837,2026-01-26 00:27:33,PLACED,SOUTH
ORD000344,CUST00395,2026-03-30 08:59:56,DELIVERED,NORTH
ORD000345,CUST00204,2026-04-17 03:25:15,DELIVERED,SOUTH
ORD000346,CUST00485,2026-02-03 11:21:48,RETURNED,SOUTH
ORD000347,CUST00645,2025-02-13 20:00:34,DELIVERED,EAST
ORD000348,CUST00493,2025-11-02 07:14:07,DELIVERED,NORTH
ORD000349,CUST00885,2025-08-12 04:06:41,SHIPPED,WEST
ORD000350,CUST00333,2025-01-16 06:05:36,DELIVERED,CENTRAL
ORD000351,CUST00123,2026-02-10 08:51:02,PLACED,NORTH
ORD000352,CUST00596,2026-05-02 21:42:26,SHIPPED,NORTH
ORD000353,CUST00255,2025-06-11 18:12:05,PLACED,CENTRAL
ORD000354,CUST00347,2025-03-03 02:10:34,DELIVERED,SOUTH
ORD000355,CUST00719,2026-07-04 03:54:36,PLACED,SOUTH
ORD000356,CUST00325,2026-07-26 23:28:15,DELIVERED,WEST
ORD000357,CUST00751,2025-07-17 00:46:38,DELIVERED,EAST
ORD000358,CUST00742,2025-05-18 09:07:39,CANCELLED,WEST
ORD000359,CUST00724,25-03-2026,SHIPPED,WEST
ORD000360,CUST00195,2025-07-11 19:47:33,SHIPPED,WEST
ORD000361,CUST00282,2026-07-22 05:50:16,PLACED,SOUTH
ORD000362,CUST00461,2025-10-30 09:35:17,DELIVERED,WEST
ORD000363,CUST00001,2026-06-03 13:48:01,DELIVERED,NORTH
ORD000364,CUST00635,2026-01-08 22:34:50,SHIPPED,NORTH
ORD000365,,2026-07-06 14:06:29,SHIPPED,WEST
ORD000366,CUST00785,2026-07-19 05:36:42,DELIVERED,EAST
ORD000367,CUST00420,26-11-2025,PLACED,NORTH
ORD000368,,2025-05-13 06:30:14,CANCELLED,SOUTH
ORD000369,,2026-05-13 06:58:35,PLACED,CENTRAL
ORD000370,CUST00658,2026-02-02 23:57:15,DELIVERED,CENTRAL
ORD000371,CUST00719,2025-09-20 01:47:13,DELIVERED,CENTRAL
ORD000372,CUST00736,2025-03-14 00:28:35,RETURNED,SOUTH
ORD000373,CUST00672,2026-05-19 02:54:40,DELIVERED,NORTH
ORD000374,CUST00370,2026-07-26 15:08:39,CANCELLED,NORTH
ORD000375,CUST00844,2025-09-30 19:15:39,PLACED,NORTH
ORD000376,CUST00855,2025-11-08 02:50:15,RETURNED,CENTRAL
ORD000377,CUST00100,2025-04-14 08:24:39,DELIVERED,SOUTH
ORD000378,CUST00198,2026-06-23 23:54:58,SHIPPED,SOUTH
ORD000379,CUST00572,2026-07-26 15:06:59,DELIVERED,CENTRAL
ORD000380,CUST00367,2026-04-15 15:32:57,CANCELLED,SOUTH
ORD000381,CUST00812,2025-07-04 20:01:25,DELIVERED,EAST
ORD000382,CUST00674,2025-06-11 19:26:19,RETURNED,WEST
ORD000383,CUST00956,2025-12-27 11:28:27,DELIVERED,EAST
ORD000384,CUST00866,2026-01-16 15:00:46,DELIVERED,WEST
